Master Species List (MSL),Islands Only Species (IOS) - Not valid on the Mainland,Mainland NFS P2/3 Sub-lists - Not valid on P2/3 plots within a specific NFS Region,Woodland,FIA Code,Common Name,Genus,Species,VARIETY,SUBSPECIES,PLANTS Code,Past NRS Tally,Past PNW Tally,Past RMRS Tally,Past SRS Tally,Caribbean,Pacific,Urban,Historic  P2
MSL,.,.,.,683,Texas mulberry,Morus,microphylla,.,.,MOMI,"R, U",U,U,"R, U",.,.,.,P2
MSL,.,.,.,684,black mulberry,Morus,nigra,.,.,MONI,"R, U","PNWS, U","R, U","R, C, U",C,.,.,P2
MSL,.,.,.,682,red mulberry,Morus,rubra,.,.,MORU2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,7862,murta,Mouriri,domingensis,.,.,MODO2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7863,mameyuelo,Mouriri,helleri,.,.,MOHE,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7865,falseohe,Munroidendron,racemosum,.,.,MURA3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7867,strawberrytree,Muntingia,calabura,.,.,MUCA4,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7869,Murraya exotica,Murraya,exotica,.,.,MUEX2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7870,Murraya koenigii,Murraya,koenigii,.,.,MUKO,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7881,aloalo vao,Mussaenda,raiateensis,.,.,MURA5,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7861,ngaio tree,Myoporum,laetum,.,.,MYLA5,U,U,U,U,.,.,U,.
MSL,.,.,.,7883,naio,Myoporum,sandwicense,.,.,MYSA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7886,red rodwood,Myrcia,citrifolia,.,.,MYCI,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7887,cieneguillo,Myrcia,deflexa,.,.,MYDE,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7888,curame,Myrcia,fallax,.,.,MYFA3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7889,guayabacon,Myrcia,leptoclada,.,.,MYLE,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7890,ausu,Myrcia,paganii,.,.,MYPA,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7891,punchberry,Myrcia,splendens,.,.,MYSP,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7893,twinberry,Myrcianthes,fragrans,.,.,MYFR,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7894,jaboticaba,Myrciaria,cauliflora,.,.,MYCA9,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7895,guavaberry,Myrciaria,floribunda,.,.,MYFL,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7899,"yamamomo, strawberry tree",Myrica,rubra,.,.,MYRU3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7902,atoneulu,Myristica,hypargyraea,.,.,MYHY2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7903,adepurot,Myristica,insularis,.,.,MYIN3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7906,Myristica inutilis,Myristica,inutilis,.,.,MYIN4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7905,cercipo,Myrospermum,frutescens,.,.,MYFR2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7907,balsam of Tolu,Myroxylon,balsamum,.,.,MYBA3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7910,forest colicwood,Myrsine,alyxifolia,.,.,MYAL4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7911,leathery colicwood,Myrsine,coriacea,.,.,MYCO2,U,U,U,"C, U",C,.,.,.
MSL,IOS,.,.,7912,Myrsine cubana,Myrsine,cubana,.,.,MYCU2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7913,summit colicwood,Myrsine,degeneri,.,.,MYDE2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7914,mountain colicwood,Myrsine,emarginata,.,.,MYEM,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7915,streambank colicwood,Myrsine,fernseei,.,.,MYFE,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7916,Koolau Range colicwood,Myrsine,fosbergii,.,.,MYFO,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7918,Wahiawa Bog colicwood,Myrsine,helleri,.,.,MYHE3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7919,Kauai colicwood,Myrsine,kauaiensis,.,.,MYKA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7920,Kokee colicwood,Myrsine,knudsenii,.,.,MYKN,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7921,Lanai colicwood,Myrsine,lanaiensis,.,.,MYLA3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7922,kolea lau nui,Myrsine,lessertiana,.,.,MYLE2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7923,Hanapepe River colicwood,Myrsine,mezii,.,.,MYME2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7929,Myrsine palauensis,Myrsine,palauensis,.,.,MYPA7,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7924,swamp colicwood,Myrsine,petiolata,.,.,MYPE3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7925,Molokai colicwood,Myrsine,pukooensis,.,.,MYPU2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7926,kokea lau lii,Myrsine,sandwicensis,.,.,MYSA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7928,Mt. Kahili colicwood,Myrsine,wawraea,.,.,MYWA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7932,Nectandra coriacea,Nectandra,coriacea,.,.,NECO,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7933,shinglewood,Nectandra,hihua,.,.,NEHI2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7934,Nectandra krugii,Nectandra,krugii,.,.,NEKR,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7935,Nectandra membranacea,Nectandra,membranacea,.,.,NEME3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7936,Nectandra patens,Nectandra,patens,.,.,NEPA4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7939,Nectandra turbacensis,Nectandra,turbacensis,.,.,NETU,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7940,saltwood,Neea,buxifolia,.,.,NEBU,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7944,kadam,Neolamarckia,cadamba,.,.,NECA7,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7946,aquilon,Neolaugeria,resinosa,.,.,NERE2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7948,afa,Neonauclea,forsteri,.,.,NEFO2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7952,Rambutan,Nephelium,lappaceum,.,.,NELA7,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7953,pulasan,Nephelium,ramboutan-ake,.,.,NERA3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7954,maaloa,Neraudia,melastomifolia,.,.,NEME5,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7958,keahi,Nesoluma,polynesicum,.,.,NEPO,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7960,Hawaii olive,Nestegis,sandwicensis,.,.,NESA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7962,"kalm, aralm",Neuburgia,celebica,.,.,NECE,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7964,tree tobacco,Nicotiana,glauca,.,.,NIGL,U,"P, U",U,U,.,P,U,.
MSL,.,.,.,7966,smallflower aiea,Nothocestrum,breviflorum,.,.,NOBR2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7967,broadleaf aiea,Nothocestrum,latifolium,.,.,NOLA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7968,longleaf aiea,Nothocestrum,longifolium,.,.,NOLO,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7969,Oahu aiea,Nothocestrum,peltatum,.,.,NOPE,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7971,kaala rockwort,Nototrichium,humile,.,.,NOHU,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7972,Hawaii rockwort,Nototrichium,sandwicense,.,.,NOSA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,691,water tupelo,Nyssa,aquatica,.,.,NYAQ2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,694,swamp tupelo,Nyssa,biflora,.,.,NYBI,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,692,Ogeechee tupelo,Nyssa,ogeche,.,.,NYOG,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,693,blackgum,Nyssa,sylvatica,.,.,NYSY,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,7976,African bird's-eye bush,Ochna,mossambicensis,.,.,OCMO4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7978,Thomas birds-eye bush,Ochna,thomasiana,.,.,OCTH,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7980,Ochroma pyramidale,Ochroma,pyramidale,.,.,OCPY,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7982,holei,Ochrosia,compta,.,.,OCCO,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7983,island yellowwood,Ochrosia,haleakalae,.,.,OCHA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7984,Kauai yellowwood,Ochrosia,kauaiensis,.,.,OCKA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7985,Hawaii yellowwood,Ochrosia,kilaueaensis,.,.,OCKI,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7987,langiti,Ochrosia,mariannensis,.,.,OCMA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7942,fao,Ochrosia,oppositifolia,.,.,OCOP,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7990,laurel espada,Ocotea,floribunda,.,.,OCFL,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7991,black sweetwood,Ocotea,foeniculacea,.,.,OCFO,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7994,loblolly sweetwood,Ocotea,leucoxylon,.,.,OCLE,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7996,nemoca,Ocotea,moschata,.,.,OCMO,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7997,laurel sassafras,Ocotea,nemodaphne,.,.,OCNE,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7999,laurel de paloma,Ocotea,portoricensis,.,.,OCPO,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8001,nemoca cimarrona,Ocotea,spathulata,.,.,OCSP,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8003,Wright's laurel canelon,Ocotea,wrightii,.,.,OCWR,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8004,olive,Olea,europaea,.,.,OLEU,U,"P, U",U,U,.,P,U,.
MSL,.,.,.,8019,"amansis, edebsungelked, necklace bead tree",Ormosia,calavensis,.,.,ORCA12,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8020,peronia,Ormosia,krugii,.,.,ORKR,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8022,kesiamel,Osmoxylon,oliveri,.,.,OSOL,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8023,kesiamel,Osmoxylon,pachyphyllum,.,.,OSPA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,718,kesiamel,Osmoxylon,truncatum,.,.,OSTR,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,701,eastern hophornbeam,Ostrya,virginiana,.,.,OSVI,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8027,pincho palo de rosa,Ottoschulzia,rhodoxylon,.,.,OTRH,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8029,chicharron amarillo,Ouratea,ilicifolia,.,.,OUIL,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8030,abey amarillo,Ouratea,littoralis,.,.,OULI,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8032,guanabanilla,Ouratea,striata,.,.,OUST,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8033,blacklancewood,Oxandra,lanceolata,.,.,OXLA4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8034,haya,Oxandra,laurifolia,.,.,OXLA5,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,711,sourwood,Oxydendrum,arboreum,.,.,OXAR,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8036,"miich era ngebard, guiana chestnut",Pachira,aquatica,.,.,PAAQ2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8037,wild chestnut,Pachira,insignis,.,.,PAIN7,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8074,Palaquium karrak,Palaquium,karrak,.,.,PAKA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8044,gasu,Palaquium,stehlinii,.,.,PAST24,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8045,tafetan,Palicourea,alpina,.,.,PAAL9,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8047,red cappel,Palicourea,crocea,.,.,PACR3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8049,Palicourea croceoides,Palicourea,croceoides,.,.,PACR18,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8051,showy cappel,Palicourea,guianensis,.,.,PAGU,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8054,chertochet,Pandanus,aimiriikensis,.,.,PAAI,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8055,matal,Pandanus,cominsii,.,.,PACO51,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8060,pahong,Pandanus,dubius,.,.,PADU3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8053,Pandanus japensis,Pandanus,japensis,.,.,PAJA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8067,buuk,Pandanus,kanehirae,.,.,PAKA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8072,"ongor, ertochet",Pandanus,macrojeanneretia,.,.,PAMA32,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8076,"ongor, ertochet",Pandanus,palawensis,.,.,PAPA38,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8077,peet,Pandanus,patina,.,.,PAPA39,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8078,ongor,Pandanus,peliliuensis,.,.,PAPE,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8082,fasa,Pandanus,reineckei,.,.,PARE19,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8084,screwpine,Pandanus,spp.,.,.,PANDA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8085,Tahitian screwpine,Pandanus,tectorius,.,.,PATE2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8088,common screwpine,Pandanus,utilis,.,.,PAUT,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,8091,rauel,Pangium,edule,.,.,PAED4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8099,scratchthroat,Parathesis,crenulata,.,.,PACR2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8103,sea,Parinari,insularum,.,.,PAIN20,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8104,ais,Parinari,laurina,.,.,PALA5,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8107,Parkia korom,Parkia,korom,.,.,PAKO5,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8108,kmekumer,Parkia,parvifoliola,.,.,PAPA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8106,parkia,Parkia,spp.,.,.,PARKI3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8110,Parkia timoriana,Parkia,timoriana,.,.,PATI5,U,U,U,"C, U",C,.,.,.
MSL,.,"3,4",.,8111,Jerusalem thorn,Parkinsonia,aculeata,.,.,PAAC3,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,8115,Texas paloverde,Parkinsonia,texana,.,.,PATE10,U,U,U,U,.,.,U,.
MSL,.,.,.,8113,cuachilote,Parmentiera,aculeata,.,.,PAAC13,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8114,candle tree,Parmentiera,cereifera,.,.,PACE8,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,712,"paulownia, empress-tree",Paulownia,tomentosa,.,.,PATO2,"R, U","PNWS, P, U","R, U","R, U",.,P,.,P2
MSL,.,.,.,8121,Peltophorum pterocarpum,Peltophorum,pterocarpum,.,.,PEPT3,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,8123,ngis,Pemphis,acidula,.,.,PEAC6,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8125,butter tree,Pentadesma,butyracea,.,.,PEBU4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8127,jiqi,Pera,bumeliifolia,.,.,PEBU2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8129,Pericopsis mooniana,Pericopsis,mooniana,.,.,PEMO13,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8131,olomea,Perrottetia,sandwicensis,.,.,PESA3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7211,avocado,Persea,americana,.,.,PEAM3,"R, U","P, U","R, U","R, C, U",C,P,.,P2
MSL,.,.,.,721,redbay,Persea,borbonia,.,.,PEBO,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8134,canela,Persea,krugii,.,.,PEKR,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,6511,swamp bay,Persea,palustris,.,.,PEPA37,U,U,U,U,.,.,U,.
MSL,.,.,.,8138,aquacatillo,Persea,urbaniana,.,.,PEUR2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8141,bastard stopper,Petitia,domingensis,.,.,PEDO,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8146,Phaleria nisidai,Phaleria,nisidai,.,.,PHNI11,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6516,Amur corktree,Phellodendron,amurense,.,.,PHAM2,U,U,U,U,.,.,U,.
MSL,.,.,.,8143,aquilon prieto,Phialanthus,grandifolius,.,.,PHGR11,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8144,candlewood,Phialanthus,myrtilloides,.,.,PHMY,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8151,Canary Island date palm,Phoenix,canariensis,.,.,PHCA13,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8152,date palm,Phoenix,dactylifera,.,.,PHDA4,U,"P, U",U,U,.,P,U,.
MSL,.,.,.,8150,pygmy date palm,Phoenix,roebelenii,.,.,PHRO6,U,U,U,U,.,.,U,.
MSL,.,.,.,8154,date palm,Phoenix,sylvestris,.,.,PHSY3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8155,Chinese  photinia,Photinia,davidiana,.,.,PHDA5,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8157,Tahitian gooseberry tree,Phyllanthus,acidus,.,.,PHAC3,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,8159,pamakani mahu,Phyllanthus,distichus,.,.,PHDI10,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8160,gamo de costa,Phyllanthus,juglandifolius,.,.,PHJU2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8162,Phyllanthus orbicularis,Phyllanthus,orbicularis,.,.,PHOR10,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,91,Norway spruce,Picea,abies,.,.,PIAB,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,92,Brewer spruce,Picea,breweriana,.,.,PIBR,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,93,Engelmann spruce,Picea,engelmannii,.,.,PIEN,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,94,white spruce,Picea,glauca,.,.,PIGL,"R, U","PNWS, AK, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,6533,Sakhalin spruce,Picea,glehnii,.,.,PIGL7,U,U,U,U,.,.,U,.
MSL,.,.,.,95,black spruce,Picea,mariana,.,.,PIMA,"R, U","PNWS, AK, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,6538,Serbian spruce,Picea,omorika,.,.,PIOM2,U,U,U,U,.,.,U,.
MSL,.,.,.,96,blue spruce,Picea,pungens,.,.,PIPU,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,97,red spruce,Picea,rubens,.,.,PIRU,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,98,Sitka spruce,Picea,sitchensis,.,.,PISI,"R, U","PNWS, AK, U","R, U",U,.,.,.,P2
MSL,.,.,.,8164,Florida bitterbush,Picramnia,pentandra,.,.,PIPE,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8167,bitterwood,Picrasma,excelsa,.,.,PIEX,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8169,fustic,Pictetia,aculeata,.,.,PIAC,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8171,aceitillo,Pilocarpus,racemosus,.,.,PIRA3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8173,Royen's tree cactus,Pilosocereus,royenii,.,.,PIRO6,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8175,allspice,Pimenta,dioica,.,.,PIDI2,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,8177,bayrumtree,Pimenta,racemosa,.,.,PIRA,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8178,bayrumtree,Pimenta,racemosa,grisea,.,PIRAG,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,8181,"chebouch, demailei",Pinanga,insignis,.,.,PIIN5,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,101,whitebark pine,Pinus,albicaulis,.,.,PIAL,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,102,Rocky Mountain bristlecone pine,Pinus,aristata,.,.,PIAR,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,135,Arizona pine,Pinus,arizonica,.,.,PIAR5,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,103,knobcone pine,Pinus,attenuata,.,.,PIAT,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,104,foxtail pine,Pinus,balfouriana,.,.,PIBA,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,105,jack pine,Pinus,banksiana,.,.,PIBA2,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,8200,Bunge's pine,Pinus,bungeana,.,.,PIBU2,U,U,U,U,.,.,U,.
MSL,.,.,.,8201,Canary Island pine,Pinus,canariensis,.,.,PICA15,U,U,U,U,.,.,U,.
MSL,.,.,.,8183,Caribbean pine,Pinus,caribaea,.,.,PICA18,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,w,140,Mexican pinyon pine,Pinus,cembroides,.,.,PICE,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,107,sand pine,Pinus,clausa,.,.,PICL,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,108,lodgepole pine,Pinus,contorta,.,.,PICO,"R, U","PNWS, AK, U","R, U",U,.,.,.,P2
MSL,.,.,.,109,Coulter pine,Pinus,coulteri,.,.,PICO3,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,8189,Japanese red pine,Pinus,densiflora,.,.,PIDE5,U,U,U,U,.,.,U,.
MSL,.,.,w,134,border pinyon,Pinus,discolor,.,.,PIDI3,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,110,shortleaf pine,Pinus,echinata,.,.,PIEC2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,w,106,common or two-needle pinyon,Pinus,edulis,.,.,PIED,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,111,slash pine,Pinus,elliottii,.,.,PIEL,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,144,Honduras pine,Pinus,elliottii,elliottii,.,PIELE2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,112,Apache pine,Pinus,engelmannii,.,.,PIEN2,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,113,limber pine,Pinus,flexilis,.,.,PIFL2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,115,spruce pine,Pinus,glabra,.,.,PIGL2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8202,aleppo pine,Pinus,halepensis,.,.,PIHA7,U,U,U,U,.,.,U,.
MSL,.,.,.,116,Jeffrey pine,Pinus,jeffreyi,.,.,PIJE,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,117,sugar pine,Pinus,lambertiana,.,.,PILA,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,118,Chihuahuan pine,Pinus,leiophylla,.,.,PILE,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,142,Great Basin bristlecone pine,Pinus,longaeva,.,.,PILO,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,8184,Chinese red pine,Pinus,massoniana,.,.,PIMA11,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,8185,Merkus pine,Pinus,merkusii,.,.,PIME2,U,U,U,"C, U",C,.,.,.
MSL,.,.,w,133,singleleaf pinyon,Pinus,monophylla,.,.,PIMO,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,w,143,Arizona pinyon pine,Pinus,monophylla,fallax,.,PIMOF,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,119,western white pine,Pinus,monticola,.,.,PIMO3,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,120,bishop pine,Pinus,muricata,.,.,PIMU,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,136,Austrian pine,Pinus,nigra,.,.,PINI,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8186,ocote chino,Pinus,oocarpa,.,.,PIOO2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,121,longleaf pine,Pinus,palustris,.,.,PIPA2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,8197,five-needle pine,Pinus,parviflora,.,.,PIPA12,U,U,U,U,.,.,U,.
MSL,.,.,.,8187,Mexican weeping pine,Pinus,patula,.,.,PIPA13,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,8188,maritime pine,Pinus,pinaster,.,.,PIPI6,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,8203,Italian stone pine,Pinus,pinea,.,.,PIPI7,U,U,U,U,.,.,U,.
MSL,.,.,.,122,ponderosa pine,Pinus,ponderosa,.,.,PIPO,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,123,Table Mountain pine,Pinus,pungens,.,.,PIPU5,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,w,138,four-leaf or Parry pinyon pine,Pinus,quadrifolia,.,.,PIQU,"R, U","PNWS, U","R, U",U,.,.,.,P2
